timestamp_ns,valid_count,utilization_pct,is_allocate
895.0,180,35.16,1
900.0,181,35.35,1
905.0,182,35.55,1
910.0,183,35.74,1
912.0,184,35.94,1
915.0,185,36.13,1
917.0,186,36.33,1
922.0,187,36.52,1
927.0,188,36.72,1
932.0,189,36.91,1
937.0,190,37.11,1
942.0,191,37.30,1
944.0,192,37.50,1
947.0,193,37.70,1
949.0,194,37.89,1
954.0,195,38.09,1
959.0,196,38.28,1
964.0,197,38.48,1
969.0,198,38.67,1
974.0,199,38.87,1
976.0,200,39.06,1
979.0,201,39.26,1
981.0,202,39.45,1
986.0,203,39.65,1
991.0,204,39.84,1
996.0,205,40.04,1
1001.0,206,40.23,1
1006.0,207,40.43,1
1011.0,208,40.62,1
1016.0,209,40.82,1
1021.0,210,41.02,1
1026.0,211,41.21,1
1031.0,212,41.41,1
1036.0,213,41.60,1
1041.0,214,41.80,1
1046.0,215,41.99,1
1051.0,216,42.19,1
1056.0,217,42.38,1
1061.0,218,42.58,1
1066.0,219,42.77,1
1071.0,220,42.97,1
1072.0,221,43.16,1
1076.0,222,43.36,1
1077.0,223,43.55,1
1081.0,224,43.75,1
1082.0,225,43.95,1
1086.0,226,44.14,1
1087.0,227,44.34,1
1091.0,228,44.53,1
1092.0,229,44.73,1
1097.0,230,44.92,1
1102.0,231,45.12,1
1104.0,232,45.31,1
1107.0,233,45.51,1
1109.0,234,45.70,1
1114.0,235,45.90,1
1119.0,236,46.09,1
1124.0,237,46.29,1
1129.0,238,46.48,1
1134.0,239,46.68,1
1139.0,240,46.88,1
1144.0,241,47.07,1
1149.0,242,47.27,1
1154.0,243,47.46,1
1159.0,244,47.66,1
1164.0,245,47.85,1
1168.0,246,48.05,1
1169.0,247,48.24,1
1173.0,248,48.44,1
1174.0,249,48.63,1
1178.0,250,48.83,1
1179.0,251,49.02,1
1183.0,252,49.22,1
1188.0,253,49.41,1
1193.0,254,49.61,1
1198.0,255,49.80,1
1200.0,256,50.00,1
1203.0,257,50.20,1
1205.0,258,50.39,1
1210.0,259,50.59,1
1215.0,260,50.78,1
1220.0,261,50.98,1
1225.0,262,51.17,1
1230.0,263,51.37,1
1232.0,264,51.56,1
1235.0,265,51.76,1
1237.0,266,51.95,1
1242.0,267,52.15,1
1247.0,268,52.34,1
1252.0,269,52.54,1
1257.0,270,52.73,1
1262.0,271,52.93,1
1264.0,272,53.12,1
1267.0,273,53.32,1
1269.0,274,53.52,1
1274.0,275,53.71,1
1279.0,276,53.91,1
1284.0,277,54.10,1
1289.0,278,54.30,1
1294.0,279,54.49,1
1296.0,280,54.69,1
1299.0,281,54.88,1
1301.0,282,55.08,1
1306.0,283,55.27,1
1311.0,284,55.47,1
1316.0,285,55.66,1
1321.0,286,55.86,1
1326.0,287,56.05,1
1331.0,288,56.25,1
1336.0,289,56.45,1
1341.0,290,56.64,1
1346.0,291,56.84,1
1351.0,292,57.03,1
1356.0,293,57.23,1
1360.0,294,57.42,1
1361.0,295,57.62,1
1365.0,296,57.81,1
1366.0,297,58.01,1
1370.0,298,58.20,1
1371.0,299,58.40,1
1375.0,300,58.59,1
1380.0,301,58.79,1
1385.0,302,58.98,1
1390.0,303,59.18,1
1392.0,304,59.38,1
1395.0,305,59.57,1
1397.0,306,59.77,1
1402.0,307,59.96,1
1407.0,308,60.16,1
1412.0,309,60.35,1
1417.0,310,60.55,1
1422.0,311,60.74,1
1424.0,312,60.94,1
1427.0,313,61.13,1
1429.0,314,61.33,1
1434.0,315,61.52,1
1439.0,316,61.72,1
1444.0,317,61.91,1
1449.0,318,62.11,1
1454.0,319,62.30,1
1456.0,320,62.50,1
1459.0,321,62.70,1
1461.0,322,62.89,1
1466.0,323,63.09,1
1471.0,324,63.28,1
1476.0,325,63.48,1
1481.0,326,63.67,1
1486.0,327,63.87,1
1488.0,328,64.06,1
1491.0,329,64.26,1
1493.0,330,64.45,1
1498.0,331,64.65,1
1503.0,332,64.84,1
1508.0,333,65.04,1
1513.0,334,65.23,1
1518.0,335,65.43,1
1520.0,336,65.62,1
1523.0,337,65.82,1
1525.0,338,66.02,1
1530.0,339,66.21,1
1535.0,340,66.41,1
1540.0,341,66.60,1
1545.0,342,66.80,1
1550.0,343,66.99,1
1552.0,344,67.19,1
1555.0,345,67.38,1
1557.0,346,67.58,1
1562.0,347,67.77,1
1567.0,348,67.97,1
1572.0,349,68.16,1
1577.0,350,68.36,1
1582.0,351,68.55,1
1584.0,352,68.75,1
1587.0,353,68.95,1
1589.0,354,69.14,1
1594.0,355,69.34,1
1599.0,356,69.53,1
1604.0,357,69.73,1
1609.0,358,69.92,1
1614.0,359,70.12,1
1619.0,360,70.31,1
1624.0,361,70.51,1
1629.0,362,70.70,1
1634.0,363,70.90,1
1639.0,364,71.09,1
1644.0,365,71.29,1
1648.0,366,71.48,1
1649.0,367,71.68,1
1653.0,368,71.88,1
1654.0,369,72.07,1
1658.0,370,72.27,1
1659.0,371,72.46,1
1663.0,372,72.66,1
1668.0,373,72.85,1
1673.0,374,73.05,1
1678.0,375,73.24,1
1680.0,376,73.44,1
1683.0,377,73.63,1
1685.0,378,73.83,1
1690.0,379,74.02,1
1695.0,380,74.22,1
1700.0,381,74.41,1
1705.0,382,74.61,1
1710.0,383,74.80,1
1715.0,384,75.00,1
1720.0,385,75.20,1
1725.0,386,75.39,1
1730.0,387,75.59,1
1735.0,388,75.78,1
1740.0,389,75.98,1
1745.0,390,76.17,1
1750.0,391,76.37,1
1755.0,392,76.56,1
1760.0,393,76.76,1
1765.0,394,76.95,1
1770.0,395,77.15,1
1775.0,396,77.34,1
1776.0,397,77.54,1
1780.0,398,77.73,1
1781.0,399,77.93,1
1785.0,400,78.12,1
1786.0,401,78.32,1
1790.0,402,78.52,1
1791.0,403,78.71,1
1795.0,404,78.91,1
1796.0,405,79.10,1
1801.0,406,79.30,1
1806.0,407,79.49,1
1808.0,408,79.69,1
1811.0,409,79.88,1
1813.0,410,80.08,1
1818.0,411,80.27,1
1823.0,412,80.47,1
1828.0,413,80.66,1
1833.0,414,80.86,1
1838.0,415,81.05,1
1840.0,416,81.25,1
1843.0,417,81.45,1
1845.0,418,81.64,1
1850.0,419,81.84,1
1855.0,420,82.03,1
1860.0,421,82.23,1
1865.0,422,82.42,1
1870.0,423,82.62,1
1872.0,424,82.81,1
1875.0,425,83.01,1
1877.0,426,83.20,1
1882.0,427,83.40,1
1887.0,428,83.59,1
1892.0,429,83.79,1
1897.0,430,83.98,1
1902.0,431,84.18,1
1907.0,432,84.38,1
1912.0,433,84.57,1
1917.0,434,84.77,1
1922.0,435,84.96,1
1927.0,436,85.16,1
1932.0,437,85.35,1
1937.0,438,85.55,1
1942.0,439,85.74,1
1947.0,440,85.94,1
1952.0,441,86.13,1
1957.0,442,86.33,1
1962.0,443,86.52,1
1967.0,444,86.72,1
1968.0,445,86.91,1
1972.0,446,87.11,1
1973.0,447,87.30,1
1977.0,448,87.50,1
1978.0,449,87.70,1
1982.0,450,87.89,1
1983.0,451,88.09,1
1987.0,452,88.28,1
1988.0,453,88.48,1
1993.0,454,88.67,1
1998.0,455,88.87,1
2000.0,456,89.06,1
2003.0,457,89.26,1
2005.0,458,89.45,1
2010.0,459,89.65,1
2015.0,460,89.84,1
2020.0,461,90.04,1
2025.0,462,90.23,1
2030.0,463,90.43,1
2035.0,464,90.62,1
2040.0,465,90.82,1
2045.0,466,91.02,1
2050.0,467,91.21,1
2055.0,468,91.41,1
2060.0,469,91.60,1
2064.0,470,91.80,1
2065.0,471,91.99,1
2069.0,472,92.19,1
2070.0,473,92.38,1
2074.0,474,92.58,1
2075.0,475,92.77,1
2079.0,476,92.97,1
2084.0,477,93.16,1
2089.0,478,93.36,1
2094.0,479,93.55,1
2099.0,480,93.75,1
2104.0,481,93.95,1
2109.0,482,94.14,1
2114.0,483,94.34,1
2119.0,484,94.53,1
2124.0,485,94.73,1
2128.0,486,94.92,1
2129.0,487,95.12,1
2133.0,488,95.31,1
2134.0,489,95.51,1
2138.0,490,95.70,1
2139.0,491,95.90,1
2143.0,492,96.09,1
2148.0,493,96.29,1
2153.0,494,96.48,1
2158.0,495,96.68,1
2160.0,496,96.88,1
2163.0,497,97.07,1
2165.0,498,97.27,1
2170.0,499,97.46,1
2175.0,500,97.66,1
2180.0,501,97.85,1
2185.0,502,98.05,1
2190.0,503,98.24,1
2192.0,504,98.44,1
2195.0,505,98.63,1
2197.0,506,98.83,1
2202.0,507,99.02,1
2207.0,508,99.22,1
2212.0,509,99.41,1
2217.0,510,99.61,1
2222.0,511,99.80,1
2227.0,512,100.00,1
5333.0,511,99.80,0
5333.0,510,99.61,0
5333.0,509,99.41,0
5333.0,508,99.22,0
5333.0,507,99.02,0
5333.0,506,98.83,0
5333.0,505,98.63,0
5333.0,504,98.44,0
5346.0,505,98.63,1
5351.0,506,98.83,1
5356.0,507,99.02,1
5361.0,508,99.22,1
5366.0,509,99.41,1
5371.0,510,99.61,1
5376.0,511,99.80,1
5381.0,512,100.00,1
5398.0,511,99.80,0
5398.0,510,99.61,0
5398.0,509,99.41,0
5398.0,508,99.22,0
5398.0,507,99.02,0
5398.0,506,98.83,0
5398.0,505,98.63,0
5398.0,504,98.44,0
5411.0,505,98.63,1
5416.0,506,98.83,1
5421.0,507,99.02,1
5426.0,508,99.22,1
5431.0,509,99.41,1
5436.0,510,99.61,1
5441.0,511,99.80,1
5446.0,512,100.00,1
5777.0,511,99.80,0
5777.0,510,99.61,0
5777.0,509,99.41,0
5777.0,508,99.22,0
5777.0,507,99.02,0
5777.0,506,98.83,0
5777.0,505,98.63,0
5777.0,504,98.44,0
5790.0,505,98.63,1
5795.0,506,98.83,1
5800.0,507,99.02,1
5805.0,508,99.22,1
5810.0,509,99.41,1
5815.0,510,99.61,1
5820.0,511,99.80,1
5825.0,512,100.00,1
5841.0,511,99.80,0
5841.0,510,99.61,0
5841.0,509,99.41,0
5841.0,508,99.22,0
5841.0,507,99.02,0
5841.0,506,98.83,0
5841.0,505,98.63,0
5841.0,504,98.44,0
5844.0,503,98.24,0
5844.0,502,98.05,0
5844.0,501,97.85,0
5844.0,500,97.66,0
5844.0,499,97.46,0
5844.0,498,97.27,0
5844.0,497,97.07,0
5844.0,496,96.88,0
5854.0,497,97.07,1
5859.0,498,97.27,1
5864.0,499,97.46,1
5869.0,500,97.66,1
5874.0,501,97.85,1
5879.0,502,98.05,1
5884.0,503,98.24,1
5889.0,502,98.05,0
5889.0,501,97.85,0
5889.0,500,97.66,0
5889.0,499,97.46,0
5889.0,498,97.27,0
5889.0,497,97.07,0
5889.0,496,96.88,0
5889.0,495,96.68,0
5890.5,496,96.88,1
5894.0,497,97.07,1
5895.5,498,97.27,1
5897.5,497,97.07,0
5897.5,496,96.88,0
5897.5,495,96.68,0
5897.5,494,96.48,0
5897.5,493,96.29,0
5897.5,492,96.09,0
5897.5,491,95.90,0
5897.5,490,95.70,0
5900.5,491,95.90,1
5910.5,492,96.09,1
5915.5,493,96.29,1
5918.0,494,96.48,1
5920.5,495,96.68,1
5923.0,496,96.88,1
5925.5,497,97.07,1
5928.0,498,97.27,1
5930.5,499,97.46,1
5933.0,500,97.66,1
5938.0,501,97.85,1
5943.0,502,98.05,1
5944.0,501,97.85,0
5944.0,500,97.66,0
5944.0,499,97.46,0
5944.0,498,97.27,0
5944.0,497,97.07,0
5944.0,496,96.88,0
5944.0,495,96.68,0
5944.0,494,96.48,0
5948.0,495,96.68,1
5950.0,494,96.48,0
5950.0,493,96.29,0
5950.0,492,96.09,0
5950.0,491,95.90,0
5950.0,490,95.70,0
5950.0,489,95.51,0
5950.0,488,95.31,0
5950.0,487,95.12,0
5957.0,488,95.31,1
5958.0,489,95.51,1
5962.0,490,95.70,1
5965.0,489,95.51,0
5965.0,488,95.31,0
5965.0,487,95.12,0
5965.0,486,94.92,0
5965.0,485,94.73,0
5965.0,484,94.53,0
5965.0,483,94.34,0
5965.0,482,94.14,0
5967.0,483,94.34,1
5977.0,484,94.53,1
5980.5,483,94.34,0
5980.5,482,94.14,0
5980.5,481,93.95,0
5980.5,480,93.75,0
5980.5,479,93.55,0
5980.5,478,93.36,0
5980.5,477,93.16,0
5980.5,476,92.97,0
5982.0,477,93.16,1
5987.0,478,93.36,1
5989.5,477,93.16,0
5989.5,476,92.97,0
5989.5,475,92.77,0
5989.5,474,92.58,0
5989.5,473,92.38,0
5989.5,472,92.19,0
5989.5,471,91.99,0
5989.5,470,91.80,0
5997.0,471,91.99,1
6001.0,470,91.80,0
6001.0,469,91.60,0
6001.0,468,91.41,0
6001.0,467,91.21,0
6001.0,466,91.02,0
6001.0,465,90.82,0
6001.0,464,90.62,0
6001.0,463,90.43,0
6002.0,464,90.62,1
6007.0,465,90.82,1
6014.0,464,90.62,0
6014.0,463,90.43,0
6014.0,462,90.23,0
6014.0,461,90.04,0
6014.0,460,89.84,0
6014.0,459,89.65,0
6014.0,458,89.45,0
6014.0,457,89.26,0
6017.0,458,89.45,1
6022.0,459,89.65,1
6027.0,458,89.45,0
6027.0,457,89.26,0
6027.0,456,89.06,0
6027.0,455,88.87,0
6027.0,454,88.67,0
6027.0,453,88.48,0
6027.0,452,88.28,0
6027.0,451,88.09,0
6032.0,452,88.28,1
6037.0,453,88.48,1
6042.0,454,88.67,1
6050.0,455,88.87,1
6052.0,456,89.06,1
6057.0,457,89.26,1
6058.0,456,89.06,0
6058.0,455,88.87,0
6058.0,454,88.67,0
6058.0,453,88.48,0
6058.0,452,88.28,0
6058.0,451,88.09,0
6058.0,450,87.89,0
6058.0,449,87.70,0
6060.0,450,87.89,1
6062.0,449,87.70,0
6062.0,448,87.50,0
6062.0,447,87.30,0
6062.0,446,87.11,0
6062.0,445,86.91,0
6062.0,444,86.72,0
6062.0,443,86.52,0
6062.0,442,86.33,0
6067.0,443,86.52,1
6072.0,444,86.72,1
6077.0,445,86.91,1
6082.0,446,87.11,1
6085.0,447,87.30,1
6087.0,446,87.11,0
6087.0,445,86.91,0
6087.0,444,86.72,0
6087.0,443,86.52,0
6087.0,442,86.33,0
6087.0,441,86.13,0
6087.0,440,85.94,0
6087.0,439,85.74,0
6090.0,440,85.94,1
6092.0,441,86.13,1
6095.0,442,86.33,1
6100.0,441,86.13,0
6100.0,440,85.94,0
6100.0,439,85.74,0
6100.0,438,85.55,0
6100.0,437,85.35,0
6100.0,436,85.16,0
6100.0,435,84.96,0
6100.0,434,84.77,0
6102.0,435,84.96,1
6105.0,436,85.16,1
6110.0,437,85.35,1
6112.0,438,85.55,1
6115.0,439,85.74,1
6117.0,440,85.94,1
6118.0,439,85.74,0
6118.0,438,85.55,0
6118.0,437,85.35,0
6118.0,436,85.16,0
6118.0,435,84.96,0
6118.0,434,84.77,0
6118.0,433,84.57,0
6118.0,432,84.38,0
6127.0,433,84.57,1
6128.0,434,84.77,1
6132.0,435,84.96,1
6133.0,436,85.16,1
6137.0,437,85.35,1
6138.0,438,85.55,1
6142.0,439,85.74,1
6143.0,440,85.94,1
6146.0,441,86.13,1
6147.0,442,86.33,1
6151.0,443,86.52,1
6152.0,444,86.72,1
6153.0,443,86.52,0
6153.0,442,86.33,0
6153.0,441,86.13,0
6153.0,440,85.94,0
6153.0,439,85.74,0
6153.0,438,85.55,0
6153.0,437,85.35,0
6153.0,436,85.16,0
6156.0,437,85.35,1
6157.0,438,85.55,1
6158.0,439,85.74,1
6161.0,440,85.94,1
6162.0,441,86.13,1
6163.0,442,86.33,1
6166.0,443,86.52,1
6167.0,442,86.33,0
6167.0,441,86.13,0
6167.0,440,85.94,0
6167.0,439,85.74,0
6167.0,438,85.55,0
6167.0,437,85.35,0
6167.0,436,85.16,0
6167.0,435,84.96,0
6168.0,436,85.16,1
6171.0,437,85.35,1
6173.0,438,85.55,1
6176.0,439,85.74,1
6183.0,438,85.55,0
6183.0,437,85.35,0
6183.0,436,85.16,0
6183.0,435,84.96,0
6183.0,434,84.77,0
6183.0,433,84.57,0
6183.0,432,84.38,0
6183.0,431,84.18,0
6186.0,432,84.38,1
6188.0,431,84.18,0
6188.0,430,83.98,0
6188.0,429,83.79,0
6188.0,428,83.59,0
6188.0,427,83.40,0
6188.0,426,83.20,0
6188.0,425,83.01,0
6188.0,424,82.81,0
6199.0,423,82.62,0
6199.0,422,82.42,0
6199.0,421,82.23,0
6199.0,420,82.03,0
6199.0,419,81.84,0
6199.0,418,81.64,0
6199.0,417,81.45,0
6199.0,416,81.25,0
6210.0,417,81.45,1
6215.0,418,81.64,1
6220.0,419,81.84,1
6225.0,420,82.03,1
6230.0,421,82.23,1
6233.0,420,82.03,0
6233.0,419,81.84,0
6233.0,418,81.64,0
6233.0,417,81.45,0
6233.0,416,81.25,0
6233.0,415,81.05,0
6233.0,414,80.86,0
6233.0,413,80.66,0
6235.0,414,80.86,1
6240.0,415,81.05,1
6250.0,416,81.25,1
6255.0,415,81.05,0
6255.0,414,80.86,0
6255.0,413,80.66,0
6255.0,412,80.47,0
6255.0,411,80.27,0
6255.0,410,80.08,0
6255.0,409,79.88,0
6255.0,408,79.69,0
6270.0,409,79.88,1
6275.0,410,80.08,1
6280.0,411,80.27,1
6285.0,412,80.47,1
6288.0,411,80.27,0
6288.0,410,80.08,0
6288.0,409,79.88,0
6288.0,408,79.69,0
6288.0,407,79.49,0
6288.0,406,79.30,0
6288.0,405,79.10,0
6288.0,404,78.91,0
6290.0,405,79.10,1
6300.0,406,79.30,1
6302.0,407,79.49,1
6305.0,408,79.69,1
6307.0,409,79.88,1
6310.0,410,80.08,1
6312.0,411,80.27,1
6317.0,412,80.47,1
6322.0,413,80.66,1
6323.5,412,80.47,0
6323.5,411,80.27,0
6323.5,410,80.08,0
6323.5,409,79.88,0
6323.5,408,79.69,0
6323.5,407,79.49,0
6323.5,406,79.30,0
6323.5,405,79.10,0
6327.0,406,79.30,1
6334.0,407,79.49,1
6337.0,408,79.69,1
6339.0,409,79.88,1
6342.0,410,80.08,1
6344.0,411,80.27,1
6349.0,412,80.47,1
6354.0,413,80.66,1
6359.0,414,80.86,1
6364.0,415,81.05,1
6366.0,416,81.25,1
6369.0,417,81.45,1
6371.0,418,81.64,1
6376.0,419,81.84,1
6381.0,420,82.03,1
6386.0,421,82.23,1
6391.0,422,82.42,1
6396.0,423,82.62,1
6398.0,424,82.81,1
6401.0,425,83.01,1
6403.0,426,83.20,1
6408.0,427,83.40,1
6413.0,428,83.59,1
6418.0,429,83.79,1
6423.0,430,83.98,1
6428.0,431,84.18,1
6433.0,432,84.38,1
6438.0,433,84.57,1
6443.0,434,84.77,1
6448.0,435,84.96,1
6453.0,436,85.16,1
6458.0,437,85.35,1
6462.0,438,85.55,1
6463.0,439,85.74,1
6467.0,440,85.94,1
6468.0,441,86.13,1
6472.0,442,86.33,1
6473.0,443,86.52,1
6477.0,444,86.72,1
6482.0,445,86.91,1
6487.0,446,87.11,1
6492.0,447,87.30,1
6494.0,448,87.50,1
6497.0,449,87.70,1
6499.0,450,87.89,1
6504.0,451,88.09,1
6509.0,452,88.28,1
6514.0,453,88.48,1
6519.0,454,88.67,1
6524.0,455,88.87,1
6526.0,456,89.06,1
6529.0,457,89.26,1
6531.0,458,89.45,1
6536.0,459,89.65,1
6541.0,460,89.84,1
6546.0,461,90.04,1
6551.0,462,90.23,1
6556.0,463,90.43,1
6558.0,464,90.62,1
6561.0,465,90.82,1
6563.0,466,91.02,1
6568.0,467,91.21,1
6573.0,468,91.41,1
6578.0,469,91.60,1
6583.0,470,91.80,1
6588.0,471,91.99,1
6590.0,472,92.19,1
6593.0,473,92.38,1
6595.0,474,92.58,1
6600.0,475,92.77,1
6605.0,476,92.97,1
6610.0,477,93.16,1
6615.0,478,93.36,1
6620.0,479,93.55,1
6622.0,480,93.75,1
6625.0,481,93.95,1
6627.0,482,94.14,1
6632.0,483,94.34,1
6637.0,482,94.14,0
6637.0,481,93.95,0
6637.0,480,93.75,0
6637.0,479,93.55,0
6637.0,478,93.36,0
6637.0,477,93.16,0
6637.0,476,92.97,0
6637.0,475,92.77,0
6642.0,476,92.97,1
6647.0,477,93.16,1
6652.0,478,93.36,1
6654.0,479,93.55,1
6657.0,480,93.75,1
6659.0,481,93.95,1
6662.0,482,94.14,1
6664.0,483,94.34,1
6669.0,484,94.53,1
6674.0,485,94.73,1
6679.0,486,94.92,1
6684.0,487,95.12,1
6686.0,488,95.31,1
6689.0,489,95.51,1
6692.0,490,95.70,1
6693.0,489,95.51,0
6693.0,488,95.31,0
6693.0,487,95.12,0
6693.0,486,94.92,0
6693.0,485,94.73,0
6693.0,484,94.53,0
6693.0,483,94.34,0
6693.0,482,94.14,0
6702.0,483,94.34,1
6707.0,484,94.53,1
6712.0,485,94.73,1
6717.0,486,94.92,1
6718.0,487,95.12,1
6722.0,488,95.31,1
6723.0,489,95.51,1
6727.0,490,95.70,1
6728.0,491,95.90,1
6731.5,490,95.70,0
6731.5,489,95.51,0
6731.5,488,95.31,0
6731.5,487,95.12,0
6731.5,486,94.92,0
6731.5,485,94.73,0
6731.5,484,94.53,0
6731.5,483,94.34,0
6733.0,484,94.53,1
6741.5,483,94.34,0
6741.5,482,94.14,0
6741.5,481,93.95,0
6741.5,480,93.75,0
6741.5,479,93.55,0
6741.5,478,93.36,0
6741.5,477,93.16,0
6741.5,476,92.97,0
6743.0,477,93.16,1
6753.0,478,93.36,1
6754.5,479,93.55,1
6758.0,480,93.75,1
6759.5,481,93.95,1
6763.0,482,94.14,1
6764.5,483,94.34,1
6769.5,484,94.53,1
6774.5,485,94.73,1
6779.5,486,94.92,1
6782.0,487,95.12,1
6784.5,488,95.31,1
6787.0,489,95.51,1
6788.0,488,95.31,0
6788.0,487,95.12,0
6788.0,486,94.92,0
6788.0,485,94.73,0
6788.0,484,94.53,0
6788.0,483,94.34,0
6788.0,482,94.14,0
6788.0,481,93.95,0
6789.5,482,94.14,1
6797.0,483,94.34,1
6804.5,482,94.14,0
6804.5,481,93.95,0
6804.5,480,93.75,0
6804.5,479,93.55,0
6804.5,478,93.36,0
6804.5,477,93.16,0
6804.5,476,92.97,0
6804.5,475,92.77,0
6807.0,476,92.97,1
6809.5,475,92.77,0
6809.5,474,92.58,0
6809.5,473,92.38,0
6809.5,472,92.19,0
6809.5,471,91.99,0
6809.5,470,91.80,0
6809.5,469,91.60,0
6809.5,468,91.41,0
6812.0,469,91.60,1
6818.5,470,91.80,1
6822.0,471,91.99,1
6823.5,472,92.19,1
6827.0,473,92.38,1
6828.5,474,92.58,1
6832.0,475,92.77,1
6838.5,476,92.97,1
6842.0,475,92.77,0
6842.0,474,92.58,0
6842.0,473,92.38,0
6842.0,472,92.19,0
6842.0,471,91.99,0
6842.0,470,91.80,0
6842.0,469,91.60,0
6842.0,468,91.41,0
6843.5,467,91.21,0
6843.5,466,91.02,0
6843.5,465,90.82,0
6843.5,464,90.62,0
6843.5,463,90.43,0
6843.5,462,90.23,0
6843.5,461,90.04,0
6843.5,460,89.84,0
6848.5,461,90.04,1
6853.5,462,90.23,1
6856.0,461,90.04,0
6856.0,460,89.84,0
6856.0,459,89.65,0
6856.0,458,89.45,0
6856.0,457,89.26,0
6856.0,456,89.06,0
6856.0,455,88.87,0
6856.0,454,88.67,0
6857.0,455,88.87,1
6858.5,454,88.67,0
6858.5,453,88.48,0
6858.5,452,88.28,0
6858.5,451,88.09,0
6858.5,450,87.89,0
6858.5,449,87.70,0
6858.5,448,87.50,0
6858.5,447,87.30,0
6862.0,448,87.50,1
